Country,date,Cancer cases
Malaysia,Feb 1 2001,1519941
Malaysia,Mar 1 2001,1831539
Malaysia,Apr 1 2001,992244
Malaysia,May 1 2001,1514000
Malaysia,Jun 1 2001,1651102
Malaysia,Jul 1 2001,1046254
Malaysia,Aug 1 2001,1604089
Malaysia,Sep 1 2001,926887
Malaysia,Oct 1 2001,1739645
Malaysia,Nov 1 2001,1131088
Malaysia,Dec 1 2001,1810269
Malaysia,Jan 1 2002,1119998
Malaysia,Feb 1 2002,1197846
Malaysia,Mar 1 2002,1575764
Malaysia,Apr 1 2002,1282712
Malaysia,May 1 2002,1732879
Malaysia,Jun 1 2002,937309
Malaysia,Jul 1 2002,1006212
Malaysia,Aug 1 2002,1739308
Malaysia,Sep 1 2002,1883031
Malaysia,Oct 1 2002,1516100
Malaysia,Nov 1 2002,1294545
Malaysia,Dec 1 2002,1302934
Malaysia,Jan 1 2003,1745223
Malaysia,Feb 1 2003,1732161
Malaysia,Mar 1 2003,1395518
Malaysia,Apr 1 2003,1150069
Malaysia,May 1 2003,1768979
Malaysia,Jun 1 2003,1364448
Malaysia,Jul 1 2003,1317262
Malaysia,Aug 1 2003,1376835
Malaysia,Sep 1 2003,1545441
Malaysia,Oct 1 2003,1227577
Malaysia,Nov 1 2003,1086951
Malaysia,Dec 1 2003,1643613
Malaysia,Jan 1 2004,1631661
Malaysia,Feb 1 2004,1121454
Malaysia,Mar 1 2004,1240498
Malaysia,Apr 1 2004,986853
Malaysia,May 1 2004,1662070
Malaysia,Jun 1 2004,1669705
Malaysia,Jul 1 2004,1522637
Malaysia,Aug 1 2004,1478068
Malaysia,Sep 1 2004,1333260
Malaysia,Oct 1 2004,1894779
Malaysia,Nov 1 2004,1311318
Malaysia,Dec 1 2004,1780884
Malaysia,Jan 1 2005,1415489
Malaysia,Feb 1 2005,1105908
Malaysia,Mar 1 2005,1099270
Malaysia,Apr 1 2005,1278555
Malaysia,May 1 2005,1178115
Malaysia,Jun 1 2005,1577315
Malaysia,Jul 1 2005,1796138
Malaysia,Aug 1 2005,1330490
Malaysia,Sep 1 2005,1529492
Malaysia,Oct 1 2005,1355149
Malaysia,Nov 1 2005,1896173
Malaysia,Dec 1 2005,1569037
Malaysia,Jan 1 2006,1181432
Malaysia,Feb 1 2006,1461186
Malaysia,Mar 1 2006,1519945
Malaysia,Apr 1 2006,1210459
Malaysia,May 1 2006,1724984
Malaysia,Jun 1 2006,991999
Malaysia,Jul 1 2006,1246139
Malaysia,Aug 1 2006,1205167
Malaysia,Sep 1 2006,1821250
Malaysia,Oct 1 2006,1629165
Malaysia,Nov 1 2006,1321309
Malaysia,Dec 1 2006,1179659
Malaysia,Jan 1 2007,1540801
Malaysia,Feb 1 2007,1163918
Malaysia,Mar 1 2007,1711182
Malaysia,Apr 1 2007,1057909
Malaysia,May 1 2007,1370764
Malaysia,Jun 1 2007,1846225
Malaysia,Jul 1 2007,1277656
Malaysia,Aug 1 2007,1706058
Malaysia,Sep 1 2007,1662147
Malaysia,Oct 1 2007,1192268
Malaysia,Nov 1 2007,1046702
Malaysia,Dec 1 2007,1060341
Malaysia,Jan 1 2008,966672
Malaysia,Feb 1 2008,1054982
Malaysia,Mar 1 2008,1551770
Malaysia,Apr 1 2008,932271
Malaysia,May 1 2008,1280960
Malaysia,Jun 1 2008,1390376
Malaysia,Jul 1 2008,1055958
Malaysia,Aug 1 2008,1775709
Malaysia,Sep 1 2008,1626797
Malaysia,Oct 1 2008,1521185
Malaysia,Nov 1 2008,1101227
Malaysia,Dec 1 2008,1657262
Malaysia,Jan 1 2009,1226540
Malaysia,Feb 1 2009,1136721
Malaysia,Mar 1 2009,1189239
Malaysia,Apr 1 2009,1861654
Malaysia,May 1 2009,1376999
Malaysia,Jun 1 2009,1717392
Malaysia,Jul 1 2009,1865027
Malaysia,Aug 1 2009,1645669
Malaysia,Sep 1 2009,1437375
Malaysia,Oct 1 2009,1027362
Malaysia,Nov 1 2009,1734018
Malaysia,Dec 1 2009,1354423
Malaysia,Jan 1 2010,987227
Malaysia,Feb 1 2010,1785931
Malaysia,Mar 1 2010,1879558
Colombia,Jan 1 2000,1048729
Colombia,Feb 1 2000,1420092
Colombia,Mar 1 2000,1698393
Colombia,Apr 1 2000,1062897
Colombia,May 1 2000,1879298
Colombia,Jun 1 2000,1471562
Colombia,Jul 1 2000,1032849
Colombia,Aug 1 2000,1435172
Colombia,Sep 1 2000,1616241
Colombia,Oct 1 2000,1302169
Colombia,Nov 1 2000,1192515
Colombia,Dec 1 2000,1604790
Colombia,Jan 1 2001,1252228
Colombia,Feb 1 2001,1190359
Colombia,Mar 1 2001,1880888
Colombia,Apr 1 2001,1221908
Colombia,May 1 2001,1477500
Colombia,Jun 1 2001,1497122
Colombia,Jul 1 2001,1018939
Colombia,Aug 1 2001,1697216
Colombia,Sep 1 2001,959854
Colombia,Oct 1 2001,1703815
Colombia,Nov 1 2001,1613217
Colombia,Dec 1 2001,1442545
Colombia,Jan 1 2002,1670572
Colombia,Feb 1 2002,1126223
Colombia,Mar 1 2002,1608824
Colombia,Apr 1 2002,1503570
Colombia,May 1 2002,1701723
Colombia,Jun 1 2002,1032127
Colombia,Jul 1 2002,1295338
Colombia,Aug 1 2002,953263
Colombia,Sep 1 2002,1263193
Colombia,Oct 1 2002,1093592
Colombia,Nov 1 2002,1133280
Colombia,Dec 1 2002,1690178
Colombia,Jan 1 2003,1428870
Colombia,Feb 1 2003,1303609
Colombia,Mar 1 2003,1882827
Colombia,Apr 1 2003,1076555
Colombia,May 1 2003,1504739
Colombia,Jun 1 2003,1173850
Colombia,Jul 1 2003,1243227
Colombia,Aug 1 2003,982964
Colombia,Sep 1 2003,1411890
Colombia,Oct 1 2003,1337311
Colombia,Nov 1 2003,1105287
Colombia,Dec 1 2003,1343081
Colombia,Jan 1 2004,1215223
Colombia,Feb 1 2004,1338314
Colombia,Mar 1 2004,1598675
Colombia,Apr 1 2004,1631238
Colombia,May 1 2004,1509393
Colombia,Jun 1 2004,1239599
Colombia,Jul 1 2004,1712089
Colombia,Aug 1 2004,1739095
Colombia,Sep 1 2004,902145
Colombia,Oct 1 2004,1632723
Colombia,Nov 1 2004,1601869
Colombia,Dec 1 2004,1252199
Colombia,Jan 1 2005,1623132
Colombia,Feb 1 2005,1668739
Colombia,Mar 1 2005,1242557
Colombia,Apr 1 2005,1666451
Colombia,May 1 2005,1520198
Colombia,Jun 1 2005,1211034
Colombia,Jul 1 2005,1814840
Colombia,Aug 1 2005,1002738
Colombia,Sep 1 2005,1251796
Colombia,Oct 1 2005,1761727
Colombia,Nov 1 2005,1530873
Colombia,Dec 1 2005,914721
Colombia,Jan 1 2006,1266703
Colombia,Feb 1 2006,1623714
Colombia,Mar 1 2006,1030282
Colombia,Apr 1 2006,1449851
Colombia,May 1 2006,1062554
Colombia,Jun 1 2006,1755969
Colombia,Jul 1 2006,946085
Colombia,Aug 1 2006,1886089
Colombia,Sep 1 2006,1450507
Colombia,Oct 1 2006,1540584
Colombia,Nov 1 2006,1625614
Colombia,Dec 1 2006,1863357
Colombia,Jan 1 2007,1044103
Colombia,Feb 1 2007,1343432
Colombia,Mar 1 2007,1290814
Colombia,Apr 1 2007,1827743
Colombia,May 1 2007,1686170
Colombia,Jun 1 2007,927781
Colombia,Jul 1 2007,1200368
Colombia,Aug 1 2007,1537673
Colombia,Sep 1 2007,1191153
Colombia,Oct 1 2007,1710732
Colombia,Nov 1 2007,1888895
Colombia,Dec 1 2007,1509114
Colombia,Jan 1 2008,1340437
Colombia,Feb 1 2008,1746483
Colombia,Mar 1 2008,1581588
Colombia,Apr 1 2008,1760122
Colombia,May 1 2008,1574928
Colombia,Jun 1 2008,1856740
Colombia,Jul 1 2008,1691756
Colombia,Aug 1 2008,1562279
Colombia,Sep 1 2008,1004123
Colombia,Oct 1 2008,1107558
Colombia,Nov 1 2008,1624443
Colombia,Dec 1 2008,1229660
Colombia,Jan 1 2009,1593332
Colombia,Feb 1 2009,1091511
Colombia,Mar 1 2009,1705952
Colombia,Apr 1 2009,1026239
Colombia,May 1 2009,1265471
Colombia,Jun 1 2009,1632163
Colombia,Jul 1 2009,1853961
Colombia,Aug 1 2009,1001054
Colombia,Sep 1 2009,1166100
Colombia,Oct 1 2009,1564973
Colombia,Nov 1 2009,1691127
Colombia,Dec 1 2009,1295123
Colombia,Jan 1 2010,1515820
Colombia,Feb 1 2010,1199466
Colombia,Mar 1 2010,1776914
UK,Jan 1 2000,1887569
UK,Feb 1 2000,1075298
UK,Mar 1 2000,1340237
UK,Apr 1 2000,1602135
UK,May 1 2000,1816454
UK,Jun 1 2000,1646895
UK,Jul 1 2000,1511171
UK,Aug 1 2000,1819348
UK,Sep 1 2000,1795709
UK,Oct 1 2000,1872832
UK,Nov 1 2000,1536603
UK,Dec 1 2000,1087639
UK,Jan 1 2001,1078401
UK,Feb 1 2001,1192019
UK,Mar 1 2001,1646763
UK,Apr 1 2001,1140358
UK,May 1 2001,974320
UK,Jun 1 2001,1108318
UK,Jul 1 2001,1073482
UK,Aug 1 2001,924786
UK,Sep 1 2001,1130480
UK,Oct 1 2001,1499766
UK,Nov 1 2001,947560
UK,Dec 1 2001,1217913
UK,Jan 1 2002,956910
UK,Feb 1 2002,1538973
UK,Mar 1 2002,1605744
UK,Apr 1 2002,1198639
UK,May 1 2002,1298342
UK,Jun 1 2002,1732321
UK,Jul 1 2002,999124
UK,Aug 1 2002,1076088
UK,Sep 1 2002,1164097
UK,Oct 1 2002,1134672
UK,Nov 1 2002,1291250
UK,Dec 1 2002,1448626
UK,Jan 1 2003,1042244
UK,Feb 1 2003,1771505
UK,Mar 1 2003,1677477
UK,Apr 1 2003,919560
UK,May 1 2003,1048489
UK,Jun 1 2003,1070168
UK,Jul 1 2003,1475077
UK,Aug 1 2003,1067958
UK,Sep 1 2003,1623669
UK,Oct 1 2003,1628007
UK,Nov 1 2003,1270402
UK,Dec 1 2003,976301
UK,Jan 1 2004,1613456
UK,Feb 1 2004,1437624
UK,Mar 1 2004,1062604
UK,Apr 1 2004,1508609
UK,May 1 2004,1099275
UK,Jun 1 2004,1889342
UK,Jul 1 2004,1755315
UK,Aug 1 2004,1737286
UK,Sep 1 2004,1827780
UK,Oct 1 2004,1618065
UK,Nov 1 2004,1812285
UK,Dec 1 2004,1036902
UK,Jan 1 2005,967044
UK,Feb 1 2005,1553794
UK,Mar 1 2005,1750589
UK,Apr 1 2005,1549026
UK,May 1 2005,1774639
UK,Jun 1 2005,1117898
UK,Jul 1 2005,1301589
UK,Aug 1 2005,1274176
UK,Sep 1 2005,1495664
UK,Oct 1 2005,1385065
UK,Nov 1 2005,1770912
UK,Dec 1 2005,1617496
UK,Jan 1 2006,1538211
UK,Feb 1 2006,1756061
UK,Mar 1 2006,1416080
UK,Apr 1 2006,1061877
UK,May 1 2006,1196848
UK,Jun 1 2006,1206950
UK,Jul 1 2006,1737687
UK,Aug 1 2006,1809795
UK,Sep 1 2006,1129851
UK,Oct 1 2006,1859601
UK,Nov 1 2006,1035123
UK,Dec 1 2006,1888533
UK,Jan 1 2007,1884421
UK,Feb 1 2007,1860177
UK,Mar 1 2007,1512297
UK,Apr 1 2007,1718582
UK,May 1 2007,1533468
UK,Jun 1 2007,1272119
UK,Jul 1 2007,1376064
UK,Aug 1 2007,1178407
UK,Sep 1 2007,1308662
UK,Oct 1 2007,1242954
UK,Nov 1 2007,1513485
UK,Dec 1 2007,907390
UK,Jan 1 2008,1832090
UK,Feb 1 2008,1168058
UK,Mar 1 2008,1778418
UK,Apr 1 2008,1728066
UK,May 1 2008,1390766
UK,Jun 1 2008,1125309
UK,Jul 1 2008,1842604
UK,Aug 1 2008,1043032
UK,Sep 1 2008,1483662
UK,Oct 1 2008,931505
UK,Nov 1 2008,1037535
UK,Dec 1 2008,1855842
UK,Jan 1 2009,1138350
UK,Feb 1 2009,1632331
UK,Mar 1 2009,1061628
UK,Apr 1 2009,1409511
UK,May 1 2009,1830759
UK,Jun 1 2009,1833962
UK,Jul 1 2009,1861790
UK,Aug 1 2009,1466009
UK,Sep 1 2009,1497821
UK,Oct 1 2009,1552148
UK,Nov 1 2009,1242639
UK,Dec 1 2009,1492830
UK,Jan 1 2010,1718605
UK,Feb 1 2010,1075358
UK,Mar 1 2010,1396741
Sweden,Jan 1 2000,576631
Sweden,Feb 1 2000,317089
Sweden,Mar 1 2000,268313
Sweden,Apr 1 2000,209030
Sweden,May 1 2000,284610
Sweden,Jun 1 2000,243073
Sweden,Jul 1 2000,389879
Sweden,Aug 1 2000,558874
Sweden,Sep 1 2000,334695
Sweden,Oct 1 2000,336177
Sweden,Nov 1 2000,303131
Sweden,Dec 1 2000,430634
Sweden,Jan 1 2001,526264
Sweden,Feb 1 2001,594219
Sweden,Mar 1 2001,331953
Sweden,Apr 1 2001,346776
Sweden,May 1 2001,560615
Sweden,Jun 1 2001,388437
Sweden,Jul 1 2001,347913
Sweden,Aug 1 2001,406474
Sweden,Sep 1 2001,402350
Sweden,Oct 1 2001,272869
Sweden,Nov 1 2001,319569
Sweden,Dec 1 2001,400695
Sweden,Jan 1 2002,433962
Sweden,Feb 1 2002,452614
Sweden,Mar 1 2002,440460
Sweden,Apr 1 2002,403797
Sweden,May 1 2002,381631
Sweden,Jun 1 2002,349879
Sweden,Jul 1 2002,244231
Sweden,Aug 1 2002,472659
Sweden,Sep 1 2002,476942
Sweden,Oct 1 2002,454017
Sweden,Nov 1 2002,342407
Sweden,Dec 1 2002,525175
Sweden,Jan 1 2003,231717
Sweden,Feb 1 2003,354120
Sweden,Mar 1 2003,392630
Sweden,Apr 1 2003,512087
Sweden,May 1 2003,447838
Sweden,Jun 1 2003,291409
Sweden,Jul 1 2003,345064
Sweden,Aug 1 2003,391142
Sweden,Sep 1 2003,289637
Sweden,Oct 1 2003,272162
Sweden,Nov 1 2003,268747
Sweden,Dec 1 2003,504860
Sweden,Jan 1 2004,521966
Sweden,Feb 1 2004,223053
Sweden,Mar 1 2004,543086
Sweden,Apr 1 2004,350839
Sweden,May 1 2004,248958
Sweden,Jun 1 2004,326895
Sweden,Jul 1 2004,415322
Sweden,Aug 1 2004,327912
Sweden,Sep 1 2004,270912
Sweden,Oct 1 2004,466520
Sweden,Nov 1 2004,379866
Sweden,Dec 1 2004,475043
Sweden,Jan 1 2005,564343
Sweden,Feb 1 2005,482497
Sweden,Mar 1 2005,345118
Sweden,Apr 1 2005,347039
Sweden,May 1 2005,294532
Sweden,Jun 1 2005,430986
Sweden,Jul 1 2005,563332
Sweden,Aug 1 2005,313973
Sweden,Sep 1 2005,412332
Sweden,Oct 1 2005,415751
Sweden,Nov 1 2005,335671
Sweden,Dec 1 2005,203557
Sweden,Jan 1 2006,595844
Sweden,Feb 1 2006,593285
Sweden,Mar 1 2006,430385
Sweden,Apr 1 2006,574678
Sweden,May 1 2006,579279
Sweden,Jun 1 2006,279526
Sweden,Jul 1 2006,270101
Sweden,Aug 1 2006,382264
Sweden,Sep 1 2006,229046
Sweden,Oct 1 2006,343147
Sweden,Nov 1 2006,225498
Sweden,Dec 1 2006,462084
Sweden,Jan 1 2007,234311
Sweden,Feb 1 2007,356871
Sweden,Mar 1 2007,412840
Sweden,Apr 1 2007,271941
Sweden,May 1 2007,476611
Sweden,Jun 1 2007,346892
Sweden,Jul 1 2007,481187
Sweden,Aug 1 2007,415454
Sweden,Sep 1 2007,305043
Sweden,Oct 1 2007,358249
Sweden,Nov 1 2007,366767
Sweden,Dec 1 2007,265291
Sweden,Jan 1 2008,529880
Sweden,Feb 1 2008,404186
Sweden,Mar 1 2008,398782
Sweden,Apr 1 2008,356889
Sweden,May 1 2008,366615
Sweden,Jun 1 2008,412069
Sweden,Jul 1 2008,335168
Sweden,Aug 1 2008,212584
Sweden,Sep 1 2008,552549
Sweden,Oct 1 2008,428233
Sweden,Nov 1 2008,208489
Sweden,Dec 1 2008,440484
Sweden,Jan 1 2009,353181
Sweden,Feb 1 2009,593820
Sweden,Mar 1 2009,417112
Sweden,Apr 1 2009,315926
Sweden,May 1 2009,447102
Sweden,Jun 1 2009,354082
Sweden,Jul 1 2009,269705
Sweden,Aug 1 2009,595860
Sweden,Sep 1 2009,400693
Sweden,Oct 1 2009,569304
Sweden,Nov 1 2009,495701
Sweden,Dec 1 2009,328644
Sweden,Jan 1 2010,475610
Sweden,Feb 1 2010,394955
Sweden,Mar 1 2010,393735
Australia,Jan 1 2000,1315690
Australia,Feb 1 2000,1723156
Australia,Mar 1 2000,1350923
Australia,Apr 1 2000,968847
Australia,May 1 2000,1384092
Australia,Jun 1 2000,1259331
Australia,Jul 1 2000,997358
Australia,Aug 1 2000,1148849
Australia,Sep 1 2000,1267034
Australia,Oct 1 2000,1788741
Australia,Nov 1 2000,1864414
Australia,Dec 1 2000,1402156
Australia,Jan 1 2001,1601420
Australia,Feb 1 2001,1536201
Australia,Mar 1 2001,1022844
Australia,Apr 1 2001,1396976
Australia,May 1 2001,1847768
Australia,Jun 1 2001,1676922
Australia,Jul 1 2001,1250344
Australia,Aug 1 2001,1171111
Australia,Sep 1 2001,1191652
Australia,Oct 1 2001,1666618
Australia,Nov 1 2001,1844146
Australia,Dec 1 2001,905159
Australia,Jan 1 2002,1637850
Australia,Feb 1 2002,1497294
Australia,Mar 1 2002,1009533
Australia,Apr 1 2002,1109637
Australia,May 1 2002,1043870
Australia,Jun 1 2002,1746764
Australia,Jul 1 2002,993853
Australia,Aug 1 2002,1447354
Australia,Sep 1 2002,1716669
Australia,Oct 1 2002,1287101
Australia,Nov 1 2002,1073134
Australia,Dec 1 2002,1720459
Australia,Jan 1 2003,1269488
Australia,Feb 1 2003,922662
Australia,Mar 1 2003,1436712
Australia,Apr 1 2003,1085909
Australia,May 1 2003,1843784
Australia,Jun 1 2003,1403566
Australia,Jul 1 2003,1317256
Australia,Aug 1 2003,1518180
Australia,Sep 1 2003,1506340
Australia,Oct 1 2003,1586870
Australia,Nov 1 2003,1818497
Australia,Dec 1 2003,964854
Australia,Jan 1 2004,1648934
Australia,Feb 1 2004,1852248
Australia,Mar 1 2004,1808730
Australia,Apr 1 2004,1410713
Australia,May 1 2004,1798032
Australia,Jun 1 2004,1554636
Australia,Jul 1 2004,1419150
Australia,Aug 1 2004,984770
Australia,Sep 1 2004,1269554
Australia,Oct 1 2004,1841227
Australia,Nov 1 2004,1847291
Australia,Dec 1 2004,964465
Australia,Jan 1 2005,1590661
Australia,Feb 1 2005,1472240
Australia,Mar 1 2005,1539431
Australia,Apr 1 2005,1457393
Australia,May 1 2005,1063264
Australia,Jun 1 2005,1015933
Australia,Jul 1 2005,1187813
Australia,Aug 1 2005,1578394
Australia,Sep 1 2005,1556329
Australia,Oct 1 2005,1259956
Australia,Nov 1 2005,1811214
Australia,Dec 1 2005,1581239
Australia,Jan 1 2006,1793106
Australia,Feb 1 2006,1237036
Australia,Mar 1 2006,935363
Australia,Apr 1 2006,1103645
Australia,May 1 2006,955416
Australia,Jun 1 2006,1549343
Australia,Jul 1 2006,1146253
Australia,Aug 1 2006,1504523
Australia,Sep 1 2006,1738022
Australia,Oct 1 2006,1885588
Australia,Nov 1 2006,1473139
Australia,Dec 1 2006,1580168
Australia,Jan 1 2007,1058118
Australia,Feb 1 2007,936344
Australia,Mar 1 2007,1016816
Australia,Apr 1 2007,1126495
Australia,May 1 2007,1757669
Australia,Jun 1 2007,1219068
Australia,Jul 1 2007,1456409
Australia,Aug 1 2007,1462263
Australia,Sep 1 2007,1848430
Australia,Oct 1 2007,1227445
Australia,Nov 1 2007,1406155
Australia,Dec 1 2007,1423336
Australia,Jan 1 2008,923899
Australia,Feb 1 2008,1456697
Australia,Mar 1 2008,1355402
Australia,Apr 1 2008,1859741
Australia,May 1 2008,1599349
Australia,Jun 1 2008,1808530
Australia,Jul 1 2008,1094530
Australia,Aug 1 2008,1386765
Australia,Sep 1 2008,1541511
Australia,Oct 1 2008,1649494
Australia,Nov 1 2008,1001894
Australia,Dec 1 2008,1682860
Australia,Jan 1 2009,1564197
Australia,Feb 1 2009,1579206
Australia,Mar 1 2009,1498942
Australia,Apr 1 2009,1185633
Australia,May 1 2009,1355814
Australia,Jun 1 2009,1131213
Australia,Jul 1 2009,1790334
Australia,Aug 1 2009,950342
Australia,Sep 1 2009,1712250
Australia,Oct 1 2009,1155760
Australia,Nov 1 2009,1334536
Australia,Dec 1 2009,1582510
Australia,Jan 1 2010,1537109
Australia,Feb 1 2010,1566960
Australia,Mar 1 2010,1779062
Italy,Jan 1 2000,1045583
Italy,Feb 1 2000,1017714
Italy,Mar 1 2000,1322789
Italy,Apr 1 2000,1595819
Italy,May 1 2000,1301752
Italy,Jun 1 2000,1829568
Italy,Jul 1 2000,1855445
Italy,Aug 1 2000,1242946
Italy,Sep 1 2000,1092453
Italy,Oct 1 2000,943547
Italy,Nov 1 2000,1155621
Italy,Dec 1 2000,1135639
Italy,Jan 1 2001,1788791
Italy,Feb 1 2001,1269590
Italy,Mar 1 2001,1344760
Italy,Apr 1 2001,1860416
Italy,May 1 2001,1384254
Italy,Jun 1 2001,1397427
Italy,Jul 1 2001,1459690
Italy,Aug 1 2001,1632398
Italy,Sep 1 2001,931928
Italy,Oct 1 2001,995221
Italy,Nov 1 2001,1170476
Italy,Dec 1 2001,1681502
Italy,Jan 1 2002,905083
Italy,Feb 1 2002,1234736
Italy,Mar 1 2002,1178647
Italy,Apr 1 2002,1769596
Italy,May 1 2002,1657019
Italy,Jun 1 2002,1895623
Italy,Jul 1 2002,1657982
Italy,Aug 1 2002,1144449
Italy,Sep 1 2002,1610844
Italy,Oct 1 2002,1412467
Italy,Nov 1 2002,1064858
Italy,Dec 1 2002,1642287
Italy,Jan 1 2003,961653
Italy,Feb 1 2003,1015806
Italy,Mar 1 2003,1171353
Italy,Apr 1 2003,1683544
Italy,May 1 2003,1554608
Italy,Jun 1 2003,1823027
Italy,Jul 1 2003,1777773
Italy,Aug 1 2003,1804722
Italy,Sep 1 2003,1831356
Italy,Oct 1 2003,1105591
Italy,Nov 1 2003,1475253
Italy,Dec 1 2003,1387391
Italy,Jan 1 2004,1267872
Italy,Feb 1 2004,1673333
Italy,Mar 1 2004,1891217
Italy,Apr 1 2004,1240962
Italy,May 1 2004,1786029
Italy,Jun 1 2004,1294544
Italy,Jul 1 2004,1672195
Italy,Aug 1 2004,991543
Italy,Sep 1 2004,1495837
Italy,Oct 1 2004,1339836
Italy,Nov 1 2004,1579687
Italy,Dec 1 2004,1452030
Italy,Jan 1 2005,1657794
Italy,Feb 1 2005,1429135
Italy,Mar 1 2005,1598733
Italy,Apr 1 2005,1271733
Italy,May 1 2005,1416961
Italy,Jun 1 2005,1650762
Italy,Jul 1 2005,1768977
Italy,Aug 1 2005,1892169
Italy,Sep 1 2005,1482531
Italy,Oct 1 2005,1798944
Italy,Nov 1 2005,1667912
Italy,Dec 1 2005,1258215
Italy,Jan 1 2006,1585801
Italy,Feb 1 2006,1674609
Italy,Mar 1 2006,919029
Italy,Apr 1 2006,1806322
Italy,May 1 2006,1032743
Italy,Jun 1 2006,1047464
Italy,Jul 1 2006,1592724
Italy,Aug 1 2006,1767313
Italy,Sep 1 2006,1190979
Italy,Oct 1 2006,1251800
Italy,Nov 1 2006,1758189
Italy,Dec 1 2006,1124284
Italy,Jan 1 2007,1326107
Italy,Feb 1 2007,1229478
Italy,Mar 1 2007,1049832
Italy,Apr 1 2007,1502192
Italy,May 1 2007,1439178
Italy,Jun 1 2007,1196546
Italy,Jul 1 2007,954307
Italy,Aug 1 2007,1320272
Italy,Sep 1 2007,1288294
Italy,Oct 1 2007,1766932
Italy,Nov 1 2007,1876110
Italy,Dec 1 2007,1885816
Italy,Jan 1 2008,1204840
Italy,Feb 1 2008,1215175
Italy,Mar 1 2008,948829
Italy,Apr 1 2008,1618255
Italy,May 1 2008,924289
Italy,Jun 1 2008,1390150
Italy,Jul 1 2008,1080790
Italy,Aug 1 2008,1770665
Italy,Sep 1 2008,1331739
Italy,Oct 1 2008,1753909
Italy,Nov 1 2008,1020277
Italy,Dec 1 2008,1650729
Italy,Jan 1 2009,1286460
Italy,Feb 1 2009,1822637
Italy,Mar 1 2009,1569593
Italy,Apr 1 2009,1273175
Italy,May 1 2009,1061798
Italy,Jun 1 2009,1291138
Italy,Jul 1 2009,1306547
Italy,Aug 1 2009,976527
Italy,Sep 1 2009,1830040
Italy,Oct 1 2009,1222826
Italy,Nov 1 2009,1099516
Italy,Dec 1 2009,1755067
Italy,Jan 1 2010,1331744
Italy,Feb 1 2010,1779765
Italy,Mar 1 2010,1135488
Brazil,Jan 1 2000,3093324
Brazil,Feb 1 2000,3924044
Brazil,Mar 1 2000,3619816
Brazil,Apr 1 2000,3468330
Brazil,May 1 2000,4767292
Brazil,Jun 1 2000,4110505
Brazil,Jul 1 2000,2282176
Brazil,Aug 1 2000,3376229
Brazil,Sep 1 2000,4338773
Brazil,Oct 1 2000,3182294
Brazil,Nov 1 2000,3915313
Brazil,Dec 1 2000,3010162
Brazil,Jan 1 2001,2074075
Brazil,Feb 1 2001,2439561
Brazil,Mar 1 2001,3070204
Brazil,Apr 1 2001,2840512
Brazil,May 1 2001,3730368
Brazil,Jun 1 2001,4607977
Brazil,Jul 1 2001,2204475
Brazil,Aug 1 2001,2386999
Brazil,Sep 1 2001,2270627
Brazil,Oct 1 2001,2109993
Brazil,Nov 1 2001,4298904
Brazil,Dec 1 2001,4499469
Brazil,Jan 1 2002,2696428
Brazil,Feb 1 2002,4326961
Brazil,Mar 1 2002,2107521
Brazil,Apr 1 2002,4017242
Brazil,May 1 2002,2333230
Brazil,Jun 1 2002,4888715
Brazil,Jul 1 2002,2817223
Brazil,Aug 1 2002,4617943
Brazil,Sep 1 2002,3834744
Brazil,Oct 1 2002,4467565
Brazil,Nov 1 2002,4080394
Brazil,Dec 1 2002,4670333
Brazil,Jan 1 2003,2284646
Brazil,Feb 1 2003,2125974
Brazil,Mar 1 2003,2284549
Brazil,Apr 1 2003,1917492
Brazil,May 1 2003,2107617
Brazil,Jun 1 2003,2799950
Brazil,Jul 1 2003,3086514
Brazil,Aug 1 2003,2615156
Brazil,Sep 1 2003,3328525
Brazil,Oct 1 2003,4180912
Brazil,Nov 1 2003,3643749
Brazil,Dec 1 2003,4204651
Brazil,Jan 1 2004,4286941
Brazil,Feb 1 2004,4848449
Brazil,Mar 1 2004,2168848
Brazil,Apr 1 2004,3858595
Brazil,May 1 2004,4882052
Brazil,Jun 1 2004,2402040
Brazil,Jul 1 2004,2243369
Brazil,Aug 1 2004,2018449
Brazil,Sep 1 2004,2388546
Brazil,Oct 1 2004,3037697
Brazil,Nov 1 2004,4665558
Brazil,Dec 1 2004,2968025
Brazil,Jan 1 2005,2393234
Brazil,Feb 1 2005,3200580
Brazil,Mar 1 2005,4904505
Brazil,Apr 1 2005,2763394
Brazil,May 1 2005,3363979
Brazil,Jun 1 2005,4892012
Brazil,Jul 1 2005,2170259
Brazil,Aug 1 2005,4646478
Brazil,Sep 1 2005,4751481
Brazil,Oct 1 2005,3125011
Brazil,Nov 1 2005,4255121
Brazil,Dec 1 2005,3477165
Brazil,Jan 1 2006,4272313
Brazil,Feb 1 2006,4375528
Brazil,Mar 1 2006,3638178
Brazil,Apr 1 2006,2145268
Brazil,May 1 2006,2951373
Brazil,Jun 1 2006,4728393
Brazil,Jul 1 2006,3158848
Brazil,Aug 1 2006,2808973
Brazil,Sep 1 2006,3596156
Brazil,Oct 1 2006,2820660
Brazil,Nov 1 2006,2427092
Brazil,Dec 1 2006,2733360
Brazil,Jan 1 2007,4897675
Brazil,Feb 1 2007,3230462
Brazil,Mar 1 2007,3603786
Brazil,Apr 1 2007,2069877
Brazil,May 1 2007,4535538
Brazil,Jun 1 2007,2227716
